STN,DATE,RH_0.1mm,EV24_0.1mm,RH_mm,EV24_mm
260,2005-09-05,0,35,0.0,3.5
260,2005-09-06,0,25,0.0,2.5
260,2005-09-07,0,27,0.0,2.7
260,2005-09-08,0,31,0.0,3.1
260,2005-09-09,4,20,0.4,2.0
260,2005-09-10,167,27,16.7,2.7
260,2005-09-11,45,7,4.5,0.7
260,2005-09-12,0,21,0.0,2.1
260,2005-09-13,0,26,0.0,2.6
260,2005-09-14,8,7,0.8,0.7
260,2005-09-15,171,6,17.1,0.6
260,2005-09-16,54,19,5.4,1.9
260,2005-09-17,-1,21,0.0,2.1
260,2005-09-18,0,22,0.0,2.2
260,2005-09-19,0,24,0.0,2.4
260,2005-09-20,0,21,0.0,2.1
260,2005-09-21,0,23,0.0,2.3
260,2005-09-22,0,23,0.0,2.3
260,2005-09-23,0,22,0.0,2.2
260,2005-09-24,4,16,0.4,1.6
260,2005-09-25,1,14,0.1,1.4
260,2005-09-26,58,12,5.8,1.2
260,2005-09-27,5,5,0.5,0.5
260,2005-09-28,10,17,1.0,1.7
260,2005-09-29,51,14,5.1,1.4
260,2005-09-30,52,6,5.2,0.6
260,2005-10-01,40,15,4.0,1.5
260,2005-10-02,99,17,9.9,1.7
260,2005-10-03,0,16,0.0,1.6
260,2005-10-04,0,16,0.0,1.6
260,2005-10-05,0,16,0.0,1.6
260,2005-10-06,0,9,0.0,0.9
260,2005-10-07,0,17,0.0,1.7
260,2005-10-08,0,10,0.0,1.0
260,2005-10-09,-1,8,0.0,0.8
260,2005-10-10,0,18,0.0,1.8
260,2005-10-11,0,17,0.0,1.7
260,2005-10-12,0,16,0.0,1.6
260,2005-10-13,0,16,0.0,1.6
260,2005-10-14,0,11,0.0,1.1
260,2005-10-15,0,15,0.0,1.5
260,2005-10-16,0,15,0.0,1.5
260,2005-10-17,0,15,0.0,1.5
260,2005-10-18,0,14,0.0,1.4
260,2005-10-19,19,3,1.9,0.3
260,2005-10-20,45,11,4.5,1.1
260,2005-10-21,65,3,6.5,0.3
260,2005-10-22,-1,5,0.0,0.5
260,2005-10-23,58,7,5.8,0.7
260,2005-10-24,190,1,19.0,0.1
260,2005-10-25,45,3,4.5,0.3
260,2005-10-26,0,11,0.0,1.1
260,2005-10-27,0,13,0.0,1.3
260,2005-10-28,0,9,0.0,0.9
260,2005-10-29,-1,9,0.0,0.9
260,2005-10-30,-1,13,0.0,1.3
260,2005-10-31,-1,10,0.0,1.0
260,2005-11-01,2,9,0.2,0.9
260,2005-11-02,62,2,6.2,0.2
260,2005-11-03,-1,10,0.0,1.0
260,2005-11-04,1,4,0.1,0.4
260,2005-11-05,-1,7,0.0,0.7
260,2005-11-06,10,9,1.0,0.9
260,2005-11-07,8,4,0.8,0.4
260,2005-11-08,0,8,0.0,0.8
260,2005-11-09,-1,2,0.0,0.2
260,2005-11-10,13,4,1.3,0.4
260,2005-11-11,11,3,1.1,0.3
260,2005-11-12,23,4,2.3,0.4
260,2005-11-13,0,7,0.0,0.7
260,2005-11-14,0,7,0.0,0.7
260,2005-11-15,68,1,6.8,0.1
260,2005-11-16,110,4,11.0,0.4
260,2005-11-17,43,4,4.3,0.4
260,2005-11-18,3,6,0.3,0.6
260,2005-11-19,3,5,0.3,0.5
260,2005-11-20,3,2,0.3,0.2
260,2005-11-21,1,2,0.1,0.2
260,2005-11-22,-1,2,0.0,0.2
260,2005-11-23,13,1,1.3,0.1
260,2005-11-24,127,1,12.7,0.1
260,2005-11-25,425,0,42.5,0.0
260,2005-11-26,9,1,0.9,0.1
260,2005-11-27,37,2,3.7,0.2
260,2005-11-28,0,4,0.0,0.4
260,2005-11-29,4,4,0.4,0.4
260,2005-11-30,-1,3,0.0,0.3
260,2005-12-01,0,4,0.0,0.4
260,2005-12-02,1,2,0.1,0.2
260,2005-12-03,12,1,1.2,0.1
260,2005-12-04,47,3,4.7,0.3
260,2005-12-05,53,3,5.3,0.3
260,2005-12-06,7,2,0.7,0.2
260,2005-12-07,39,3,3.9,0.3
260,2005-12-08,0,4,0.0,0.4
260,2005-12-09,0,3,0.0,0.3
260,2005-12-10,-1,2,0.0,0.2
260,2005-12-11,-1,1,0.0,0.1
260,2005-12-12,-1,3,0.0,0.3
260,2005-12-13,-1,1,0.0,0.1
260,2005-12-14,12,4,1.2,0.4
260,2005-12-15,6,2,0.6,0.2
260,2005-12-16,136,2,13.6,0.2
260,2005-12-17,21,2,2.1,0.2
260,2005-12-18,18,3,1.8,0.3
260,2005-12-19,21,3,2.1,0.3
260,2005-12-20,-1,1,0.0,0.1
260,2005-12-21,15,1,1.5,0.1
260,2005-12-22,18,2,1.8,0.2
260,2005-12-23,-1,1,0.0,0.1
260,2005-12-24,0,2,0.0,0.2
260,2005-12-25,1,5,0.1,0.5
260,2005-12-26,25,3,2.5,0.3
260,2005-12-27,1,2,0.1,0.2
260,2005-12-28,0,3,0.0,0.3
260,2005-12-29,-1,4,0.0,0.4
260,2005-12-30,111,2,11.1,0.2
260,2005-12-31,21,1,2.1,0.1
260,2006-01-01,0,1,0.0,0.1
260,2006-01-02,-1,2,0.0,0.2
260,2006-01-03,-1,4,0.0,0.4
260,2006-01-04,-1,2,0.0,0.2
260,2006-01-05,0,1,0.0,0.1
260,2006-01-06,0,1,0.0,0.1
260,2006-01-07,0,4,0.0,0.4
260,2006-01-08,0,1,0.0,0.1
260,2006-01-09,0,4,0.0,0.4
260,2006-01-10,0,2,0.0,0.2
260,2006-01-11,47,0,4.7,0.0
260,2006-01-12,0,1,0.0,0.1
260,2006-01-13,0,4,0.0,0.4
260,2006-01-14,0,5,0.0,0.5
260,2006-01-15,0,4,0.0,0.4
260,2006-01-16,7,4,0.7,0.4
260,2006-01-17,49,1,4.9,0.1
260,2006-01-18,1,3,0.1,0.3
260,2006-01-19,13,1,1.3,0.1
260,2006-01-20,25,1,2.5,0.1
260,2006-01-21,4,3,0.4,0.3
260,2006-01-22,0,1,0.0,0.1
260,2006-01-23,0,5,0.0,0.5
260,2006-01-24,0,5,0.0,0.5
260,2006-01-25,5,3,0.5,0.3
260,2006-01-26,-1,2,0.0,0.2
260,2006-01-27,-1,1,0.0,0.1
260,2006-01-28,0,6,0.0,0.6
260,2006-01-29,0,7,0.0,0.7
260,2006-01-30,0,4,0.0,0.4
260,2006-01-31,0,6,0.0,0.6
260,2006-02-01,-1,3,0.0,0.3
260,2006-02-02,-1,1,0.0,0.1
260,2006-02-03,0,1,0.0,0.1
260,2006-02-04,-1,3,0.0,0.3
260,2006-02-05,11,1,1.1,0.1
260,2006-02-06,3,1,0.3,0.1
260,2006-02-07,3,2,0.3,0.2
260,2006-02-08,134,5,13.4,0.5
260,2006-02-09,12,6,1.2,0.6
260,2006-02-10,4,1,0.4,0.1
260,2006-02-11,-1,3,0.0,0.3
260,2006-02-12,50,2,5.0,0.2
260,2006-02-13,0,3,0.0,0.3
260,2006-02-14,4,4,0.4,0.4
260,2006-02-15,139,3,13.9,0.3
260,2006-02-16,46,4,4.6,0.4
260,2006-02-17,53,1,5.3,0.1
260,2006-02-18,3,5,0.3,0.5
260,2006-02-19,-1,7,0.0,0.7
260,2006-02-20,0,2,0.0,0.2
260,2006-02-21,14,2,1.4,0.2
260,2006-02-22,0,1,0.0,0.1
260,2006-02-23,0,7,0.0,0.7
260,2006-02-24,0,10,0.0,1.0
260,2006-02-25,0,12,0.0,1.2
260,2006-02-26,0,9,0.0,0.9
260,2006-02-27,40,5,4.0,0.5
260,2006-02-28,72,6,7.2,0.6
260,2006-03-01,53,6,5.3,0.6
260,2006-03-02,33,11,3.3,1.1
260,2006-03-03,15,6,1.5,0.6
260,2006-03-04,14,10,1.4,1.0
260,2006-03-05,21,11,2.1,1.1
260,2006-03-06,55,13,5.5,1.3
260,2006-03-07,0,11,0.0,1.1
260,2006-03-08,190,2,19.0,0.2
260,2006-03-09,59,4,5.9,0.4
260,2006-03-10,67,4,6.7,0.4
260,2006-03-11,2,5,0.2,0.5
260,2006-03-12,0,13,0.0,1.3
260,2006-03-13,0,14,0.0,1.4
260,2006-03-14,0,12,0.0,1.2
260,2006-03-15,0,16,0.0,1.6
260,2006-03-16,-1,3,0.0,0.3
260,2006-03-17,0,4,0.0,0.4
260,2006-03-18,0,14,0.0,1.4
260,2006-03-19,0,7,0.0,0.7
260,2006-03-20,0,14,0.0,1.4
260,2006-03-21,0,15,0.0,1.5
260,2006-03-22,0,13,0.0,1.3
260,2006-03-23,0,21,0.0,2.1
260,2006-03-24,15,8,1.5,0.8
260,2006-03-25,86,13,8.6,1.3
260,2006-03-26,193,17,19.3,1.7
260,2006-03-27,62,12,6.2,1.2
260,2006-03-28,1,19,0.1,1.9
260,2006-03-29,48,18,4.8,1.8
260,2006-03-30,113,12,11.3,1.2
260,2006-03-31,16,14,1.6,1.4
260,2006-04-01,1,19,0.1,1.9
260,2006-04-02,53,15,5.3,1.5
260,2006-04-03,22,15,2.2,1.5
260,2006-04-04,10,18,1.0,1.8
260,2006-04-05,0,21,0.0,2.1
260,2006-04-06,-1,18,0.0,1.8
260,2006-04-07,7,19,0.7,1.9
260,2006-04-08,40,15,4.0,1.5
260,2006-04-09,0,26,0.0,2.6
260,2006-04-10,-1,22,0.0,2.2
260,2006-04-11,24,14,2.4,1.4
260,2006-04-12,17,16,1.7,1.6
260,2006-04-13,79,11,7.9,1.1
260,2006-04-14,0,21,0.0,2.1
260,2006-04-15,39,13,3.9,1.3
260,2006-04-16,49,23,4.9,2.3
260,2006-04-17,10,28,1.0,2.8
260,2006-04-18,1,16,0.1,1.6
260,2006-04-19,0,15,0.0,1.5
260,2006-04-20,0,20,0.0,2.0
260,2006-04-21,-1,22,0.0,2.2
260,2006-04-22,-1,6,0.0,0.6
260,2006-04-23,7,18,0.7,1.8
260,2006-04-24,-1,27,0.0,2.7
260,2006-04-25,0,31,0.0,3.1
260,2006-04-26,19,18,1.9,1.8
260,2006-04-27,0,30,0.0,3.0
260,2006-04-28,-1,23,0.0,2.3
260,2006-04-29,5,21,0.5,2.1
260,2006-04-30,15,21,1.5,2.1
260,2006-05-01,37,11,3.7,1.1
260,2006-05-02,0,32,0.0,3.2
260,2006-05-03,0,36,0.0,3.6
260,2006-05-04,0,38,0.0,3.8
260,2006-05-05,0,38,0.0,3.8
260,2006-05-06,0,39,0.0,3.9
260,2006-05-07,0,33,0.0,3.3
260,2006-05-08,0,36,0.0,3.6
260,2006-05-09,0,40,0.0,4.0
260,2006-05-10,0,44,0.0,4.4
260,2006-05-11,0,45,0.0,4.5
260,2006-05-12,0,41,0.0,4.1
260,2006-05-13,0,35,0.0,3.5
260,2006-05-14,0,35,0.0,3.5
260,2006-05-15,4,25,0.4,2.5
260,2006-05-16,2,19,0.2,1.9
260,2006-05-17,17,29,1.7,2.9
260,2006-05-18,102,23,10.2,2.3
260,2006-05-19,76,10,7.6,1.0
260,2006-05-20,106,15,10.6,1.5
260,2006-05-21,58,17,5.8,1.7
260,2006-05-22,54,24,5.4,2.4
260,2006-05-23,38,22,3.8,2.2
260,2006-05-24,89,20,8.9,2.0
260,2006-05-25,38,13,3.8,1.3
260,2006-05-26,154,7,15.4,0.7
260,2006-05-27,45,7,4.5,0.7
260,2006-05-28,25,28,2.5,2.8
260,2006-05-29,30,31,3.0,3.1
260,2006-05-30,24,28,2.4,2.8
260,2006-05-31,3,13,0.3,1.3
260,2006-06-01,4,20,0.4,2.0
260,2006-06-02,0,40,0.0,4.0
260,2006-06-03,0,27,0.0,2.7
260,2006-06-04,-1,35,0.0,3.5
260,2006-06-05,-1,31,0.0,3.1
260,2006-06-06,0,39,0.0,3.9
260,2006-06-07,0,37,0.0,3.7
260,2006-06-08,0,49,0.0,4.9
260,2006-06-09,0,49,0.0,4.9
260,2006-06-10,0,53,0.0,5.3
260,2006-06-11,0,56,0.0,5.6
260,2006-06-12,0,57,0.0,5.7
260,2006-06-13,0,52,0.0,5.2
260,2006-06-14,48,14,4.8,1.4
260,2006-06-15,2,6,0.2,0.6
260,2006-06-16,-1,38,0.0,3.8
260,2006-06-17,0,50,0.0,5.0
260,2006-06-18,0,42,0.0,4.2
260,2006-06-19,6,36,0.6,3.6
260,2006-06-20,0,34,0.0,3.4
260,2006-06-21,12,11,1.2,1.1
260,2006-06-22,1,19,0.1,1.9
260,2006-06-23,0,24,0.0,2.4
260,2006-06-24,-1,42,0.0,4.2
260,2006-06-25,105,13,10.5,1.3
260,2006-06-26,2,8,0.2,0.8
260,2006-06-27,-1,22,0.0,2.2
260,2006-06-28,0,41,0.0,4.1
260,2006-06-29,0,48,0.0,4.8
260,2006-06-30,0,45,0.0,4.5
260,2006-07-01,0,53,0.0,5.3
260,2006-07-02,0,53,0.0,5.3
260,2006-07-03,0,56,0.0,5.6
260,2006-07-04,0,53,0.0,5.3
260,2006-07-05,2,34,0.2,3.4
260,2006-07-06,5,44,0.5,4.4
260,2006-07-07,1,24,0.1,2.4
260,2006-07-08,-1,31,0.0,3.1
260,2006-07-09,1,27,0.1,2.7
260,2006-07-10,-1,41,0.0,4.1
260,2006-07-11,62,25,6.2,2.5
260,2006-07-12,0,50,0.0,5.0
260,2006-07-13,0,49,0.0,4.9
260,2006-07-14,0,49,0.0,4.9
260,2006-07-15,0,51,0.0,5.1
260,2006-07-16,0,54,0.0,5.4
260,2006-07-17,0,54,0.0,5.4
260,2006-07-18,0,53,0.0,5.3
260,2006-07-19,0,54,0.0,5.4
260,2006-07-20,0,44,0.0,4.4
260,2006-07-21,0,50,0.0,5.0
260,2006-07-22,4,29,0.4,2.9
260,2006-07-23,0,34,0.0,3.4
260,2006-07-24,0,39,0.0,3.9
260,2006-07-25,0,46,0.0,4.6
260,2006-07-26,0,46,0.0,4.6
260,2006-07-27,-1,21,0.0,2.1
260,2006-07-28,11,29,1.1,2.9
260,2006-07-29,0,34,0.0,3.4
260,2006-07-30,64,20,6.4,2.0
260,2006-07-31,-1,31,0.0,3.1
260,2006-08-01,148,18,14.8,1.8
260,2006-08-02,149,17,14.9,1.7
260,2006-08-03,79,17,7.9,1.7
260,2006-08-04,84,28,8.4,2.8
260,2006-08-05,-1,41,0.0,4.1
260,2006-08-06,0,43,0.0,4.3
260,2006-08-07,3,26,0.3,2.6
260,2006-08-08,-1,19,0.0,1.9
260,2006-08-09,31,12,3.1,1.2
260,2006-08-10,42,15,4.2,1.5
260,2006-08-11,252,11,25.2,1.1
260,2006-08-12,73,16,7.3,1.6
260,2006-08-13,0,34,0.0,3.4
260,2006-08-14,147,12,14.7,1.2
260,2006-08-15,-1,15,0.0,1.5
260,2006-08-16,40,33,4.0,3.3
260,2006-08-17,0,23,0.0,2.3
260,2006-08-18,57,21,5.7,2.1
260,2006-08-19,32,32,3.2,3.2
260,2006-08-20,224,14,22.4,1.4
260,2006-08-21,90,20,9.0,2.0
260,2006-08-22,-1,24,0.0,2.4
260,2006-08-23,-1,29,0.0,2.9
260,2006-08-24,7,14,0.7,1.4
260,2006-08-25,3,20,0.3,2.0
260,2006-08-26,0,15,0.0,1.5
260,2006-08-27,40,22,4.0,2.2
260,2006-08-28,161,15,16.1,1.5
260,2006-08-29,70,22,7.0,2.2
260,2006-08-30,72,17,7.2,1.7
260,2006-08-31,1,8,0.1,0.8
260,2006-09-01,-1,17,0.0,1.7
260,2006-09-02,3,13,0.3,1.3
260,2006-09-03,48,8,4.8,0.8
260,2006-09-04,0,25,0.0,2.5
260,2006-09-05,-1,11,0.0,1.1
260,2006-09-06,0,31,0.0,3.1
260,2006-09-07,2,23,0.2,2.3
260,2006-09-08,0,27,0.0,2.7
260,2006-09-09,0,31,0.0,3.1
260,2006-09-10,0,31,0.0,3.1
260,2006-09-11,0,28,0.0,2.8
260,2006-09-12,0,30,0.0,3.0
260,2006-09-13,0,28,0.0,2.8
260,2006-09-14,-1,26,0.0,2.6
260,2006-09-15,0,29,0.0,2.9
260,2006-09-16,0,25,0.0,2.5
260,2006-09-17,0,9,0.0,0.9
260,2006-09-18,7,10,0.7,1.0
260,2006-09-19,26,11,2.6,1.1
260,2006-09-20,0,26,0.0,2.6
260,2006-09-21,0,28,0.0,2.8
260,2006-09-22,-1,23,0.0,2.3
260,2006-09-23,-1,10,0.0,1.0
260,2006-09-24,-1,15,0.0,1.5
260,2006-09-25,-1,13,0.0,1.3
260,2006-09-26,-1,10,0.0,1.0
260,2006-09-27,0,18,0.0,1.8
260,2006-09-28,0,16,0.0,1.6
260,2006-09-29,0,16,0.0,1.6
260,2006-09-30,-1,20,0.0,2.0
260,2006-10-01,100,10,10.0,1.0
260,2006-10-02,229,6,22.9,0.6
260,2006-10-03,56,11,5.6,1.1
260,2006-10-04,115,13,11.5,1.3
260,2006-10-05,92,14,9.2,1.4
260,2006-10-06,90,3,9.0,0.3
260,2006-10-07,18,16,1.8,1.6
260,2006-10-08,0,10,0.0,1.0
260,2006-10-09,-1,14,0.0,1.4
260,2006-10-10,1,8,0.1,0.8
260,2006-10-11,0,17,0.0,1.7
260,2006-10-12,0,7,0.0,0.7
260,2006-10-13,-1,12,0.0,1.2
260,2006-10-14,0,11,0.0,1.1
260,2006-10-15,0,9,0.0,0.9
260,2006-10-16,0,15,0.0,1.5
260,2006-10-17,0,15,0.0,1.5
260,2006-10-18,10,6,1.0,0.6
260,2006-10-19,21,8,2.1,0.8
260,2006-10-20,1,7,0.1,0.7
260,2006-10-21,10,8,1.0,0.8
260,2006-10-22,61,6,6.1,0.6
260,2006-10-23,141,10,14.1,1.0
260,2006-10-24,93,6,9.3,0.6
260,2006-10-25,28,5,2.8,0.5
260,2006-10-26,-1,9,0.0,0.9
260,2006-10-27,-1,8,0.0,0.8
260,2006-10-28,6,4,0.6,0.4
260,2006-10-29,0,9,0.0,0.9
260,2006-10-30,0,8,0.0,0.8
260,2006-10-31,21,4,2.1,0.4
260,2006-11-01,25,8,2.5,0.8
260,2006-11-02,25,6,2.5,0.6
260,2006-11-03,2,5,0.2,0.5
260,2006-11-04,-1,6,0.0,0.6
260,2006-11-05,0,3,0.0,0.3
260,2006-11-06,0,5,0.0,0.5
260,2006-11-07,0,2,0.0,0.2
260,2006-11-08,71,3,7.1,0.3
260,2006-11-09,2,8,0.2,0.8
260,2006-11-10,0,5,0.0,0.5
260,2006-11-11,225,4,22.5,0.4
260,2006-11-12,53,4,5.3,0.4
260,2006-11-13,46,3,4.6,0.3
260,2006-11-14,38,4,3.8,0.4
260,2006-11-15,4,4,0.4,0.4
260,2006-11-16,47,3,4.7,0.3
260,2006-11-17,0,7,0.0,0.7
260,2006-11-18,11,5,1.1,0.5
260,2006-11-19,22,2,2.2,0.2
260,2006-11-20,87,0,8.7,0.0
260,2006-11-21,51,3,5.1,0.3
260,2006-11-22,82,3,8.2,0.3
260,2006-11-23,88,1,8.8,0.1
260,2006-11-24,3,5,0.3,0.5
260,2006-11-25,43,2,4.3,0.2
260,2006-11-26,0,5,0.0,0.5
260,2006-11-27,0,5,0.0,0.5
260,2006-11-28,-1,4,0.0,0.4
260,2006-11-29,0,6,0.0,0.6
260,2006-11-30,0,2,0.0,0.2
260,2006-12-01,1,3,0.1,0.3
260,2006-12-02,9,1,0.9,0.1
260,2006-12-03,132,1,13.2,0.1
260,2006-12-04,37,3,3.7,0.3
260,2006-12-05,47,1,4.7,0.1
260,2006-12-06,2,2,0.2,0.2
260,2006-12-07,156,0,15.6,0.0
260,2006-12-08,88,1,8.8,0.1
260,2006-12-09,2,5,0.2,0.5
260,2006-12-10,-1,4,0.0,0.4
260,2006-12-11,51,0,5.1,0.0
260,2006-12-12,12,5,1.2,0.5
260,2006-12-13,5,2,0.5,0.2
260,2006-12-14,0,3,0.0,0.3
260,2006-12-15,0,2,0.0,0.2
260,2006-12-16,47,1,4.7,0.1
260,2006-12-17,5,3,0.5,0.3
260,2006-12-18,0,4,0.0,0.4
260,2006-12-19,0,3,0.0,0.3
260,2006-12-20,0,1,0.0,0.1
260,2006-12-21,0,1,0.0,0.1
260,2006-12-22,0,2,0.0,0.2
260,2006-12-23,0,1,0.0,0.1
260,2006-12-24,-1,1,0.0,0.1
260,2006-12-25,-1,1,0.0,0.1
260,2006-12-26,-1,0,0.0,0.0
260,2006-12-27,-1,0,0.0,0.0
260,2006-12-28,10,1,1.0,0.1
260,2006-12-29,2,4,0.2,0.4
260,2006-12-30,81,1,8.1,0.1
260,2006-12-31,63,2,6.3,0.2
260,2007-01-01,5,2,0.5,0.2
260,2007-01-02,58,2,5.8,0.2
260,2007-01-03,17,1,1.7,0.1
260,2007-01-04,23,2,2.3,0.2
260,2007-01-05,24,1,2.4,0.1
260,2007-01-06,124,2,12.4,0.2
260,2007-01-07,7,1,0.7,0.1
260,2007-01-08,85,4,8.5,0.4
260,2007-01-09,-1,2,0.0,0.2
260,2007-01-10,55,1,5.5,0.1
260,2007-01-11,39,0,3.9,0.0
260,2007-01-12,-1,2,0.0,0.2
260,2007-01-13,1,2,0.1,0.2
260,2007-01-14,8,6,0.8,0.6
260,2007-01-15,0,4,0.0,0.4
260,2007-01-16,6,1,0.6,0.1
260,2007-01-17,139,2,13.9,0.2
260,2007-01-18,248,1,24.8,0.1
260,2007-01-19,8,4,0.8,0.4
260,2007-01-20,38,2,3.8,0.2
260,2007-01-21,71,4,7.1,0.4
260,2007-01-22,24,4,2.4,0.4
260,2007-01-23,0,4,0.0,0.4
260,2007-01-24,0,4,0.0,0.4
260,2007-01-25,0,6,0.0,0.6
260,2007-01-26,34,1,3.4,0.1
260,2007-01-27,9,4,0.9,0.4
260,2007-01-28,10,1,1.0,0.1
260,2007-01-29,1,4,0.1,0.4
260,2007-01-30,0,3,0.0,0.3
260,2007-01-31,4,6,0.4,0.6
260,2007-02-01,-1,2,0.0,0.2
260,2007-02-02,0,3,0.0,0.3
260,2007-02-03,0,8,0.0,0.8
260,2007-02-04,0,5,0.0,0.5
260,2007-02-05,2,3,0.2,0.3
260,2007-02-06,2,5,0.2,0.5
260,2007-02-07,-1,6,0.0,0.6
260,2007-02-08,52,1,5.2,0.1
260,2007-02-09,-1,3,0.0,0.3
260,2007-02-10,36,2,3.6,0.2
260,2007-02-11,107,3,10.7,0.3
260,2007-02-12,79,4,7.9,0.4
260,2007-02-13,15,4,1.5,0.4
260,2007-02-14,77,2,7.7,0.2
260,2007-02-15,0,11,0.0,1.1
260,2007-02-16,0,9,0.0,0.9
260,2007-02-17,0,8,0.0,0.8
260,2007-02-18,0,3,0.0,0.3
260,2007-02-19,-1,5,0.0,0.5
260,2007-02-20,-1,8,0.0,0.8
260,2007-02-21,15,3,1.5,0.3
260,2007-02-22,3,9,0.3,0.9
260,2007-02-23,9,6,0.9,0.6
260,2007-02-24,44,6,4.4,0.6
260,2007-02-25,98,2,9.8,0.2
260,2007-02-26,9,3,0.9,0.3
260,2007-02-27,93,3,9.3,0.3
260,2007-02-28,38,7,3.8,0.7
260,2007-03-01,161,10,16.1,1.0
260,2007-03-02,17,6,1.7,0.6
260,2007-03-03,111,5,11.1,0.5
260,2007-03-04,-1,8,0.0,0.8
260,2007-03-05,113,12,11.3,1.2
260,2007-03-06,162,2,16.2,0.2
260,2007-03-07,22,6,2.2,0.6
260,2007-03-08,0,15,0.0,1.5
260,2007-03-09,52,4,5.2,0.4
260,2007-03-10,0,14,0.0,1.4
260,2007-03-11,0,13,0.0,1.3
260,2007-03-12,0,20,0.0,2.0
260,2007-03-13,0,15,0.0,1.5
260,2007-03-14,0,11,0.0,1.1
260,2007-03-15,0,17,0.0,1.7
260,2007-03-16,-1,8,0.0,0.8
260,2007-03-17,2,9,0.2,0.9
260,2007-03-18,122,12,12.2,1.2
260,2007-03-19,44,9,4.4,0.9
260,2007-03-20,20,12,2.0,1.2
260,2007-03-21,22,8,2.2,0.8
260,2007-03-22,0,17,0.0,1.7
260,2007-03-23,-1,5,0.0,0.5
260,2007-03-24,-1,8,0.0,0.8
260,2007-03-25,0,19,0.0,1.9
260,2007-03-26,0,25,0.0,2.5
260,2007-03-27,0,25,0.0,2.5
260,2007-03-28,0,25,0.0,2.5
260,2007-03-29,-1,11,0.0,1.1
260,2007-03-30,-1,16,0.0,1.6
260,2007-03-31,0,23,0.0,2.3
260,2007-04-01,0,28,0.0,2.8
260,2007-04-02,0,26,0.0,2.6
260,2007-04-03,3,9,0.3,0.9
260,2007-04-04,0,26,0.0,2.6
260,2007-04-05,0,24,0.0,2.4
260,2007-04-06,0,26,0.0,2.6
260,2007-04-07,-1,19,0.0,1.9
260,2007-04-08,0,28,0.0,2.8
260,2007-04-09,0,27,0.0,2.7
260,2007-04-10,0,19,0.0,1.9
260,2007-04-11,0,24,0.0,2.4
260,2007-04-12,0,31,0.0,3.1
260,2007-04-13,0,26,0.0,2.6
260,2007-04-14,0,35,0.0,3.5
260,2007-04-15,0,38,0.0,3.8
260,2007-04-16,0,35,0.0,3.5
260,2007-04-17,0,22,0.0,2.2
260,2007-04-18,0,22,0.0,2.2
260,2007-04-19,0,33,0.0,3.3
260,2007-04-20,0,28,0.0,2.8
260,2007-04-21,0,30,0.0,3.0
260,2007-04-22,0,35,0.0,3.5
260,2007-04-23,0,29,0.0,2.9
260,2007-04-24,0,24,0.0,2.4
260,2007-04-25,0,32,0.0,3.2
260,2007-04-26,0,32,0.0,3.2
260,2007-04-27,0,41,0.0,4.1
260,2007-04-28,0,41,0.0,4.1
260,2007-04-29,0,40,0.0,4.0
260,2007-04-30,0,42,0.0,4.2
260,2007-05-01,0,42,0.0,4.2
260,2007-05-02,0,42,0.0,4.2
260,2007-05-03,0,36,0.0,3.6
260,2007-05-04,0,38,0.0,3.8
260,2007-05-05,0,39,0.0,3.9
260,2007-05-06,-1,24,0.0,2.4
260,2007-05-07,409,4,40.9,0.4
260,2007-05-08,156,22,15.6,2.2
260,2007-05-09,42,23,4.2,2.3
260,2007-05-10,127,23,12.7,2.3
260,2007-05-11,137,14,13.7,1.4
260,2007-05-12,34,20,3.4,2.0
260,2007-05-13,-1,22,0.0,2.2
260,2007-05-14,22,15,2.2,1.5
260,2007-05-15,3,32,0.3,3.2
260,2007-05-16,88,30,8.8,3.0
260,2007-05-17,22,25,2.2,2.5
260,2007-05-18,0,31,0.0,3.1
260,2007-05-19,-1,40,0.0,4.0
260,2007-05-20,33,28,3.3,2.8
260,2007-05-21,-1,17,0.0,1.7
260,2007-05-22,1,13,0.1,1.3
260,2007-05-23,0,46,0.0,4.6
260,2007-05-24,0,48,0.0,4.8
260,2007-05-25,0,40,0.0,4.0
260,2007-05-26,14,20,1.4,2.0
260,2007-05-27,184,19,18.4,1.9
260,2007-05-28,14,14,1.4,1.4
260,2007-05-29,27,13,2.7,1.3
260,2007-05-30,-1,41,0.0,4.1
260,2007-05-31,66,23,6.6,2.3
260,2007-06-01,0,31,0.0,3.1
260,2007-06-02,0,45,0.0,4.5
260,2007-06-03,0,33,0.0,3.3
260,2007-06-04,0,41,0.0,4.1
260,2007-06-05,0,35,0.0,3.5
260,2007-06-06,-1,34,0.0,3.4
260,2007-06-07,0,44,0.0,4.4
260,2007-06-08,13,41,1.3,4.1
260,2007-06-09,26,18,2.6,1.8
260,2007-06-10,141,27,14.1,2.7
260,2007-06-11,0,36,0.0,3.6
260,2007-06-12,4,9,0.4,0.9
260,2007-06-13,0,26,0.0,2.6
260,2007-06-14,125,25,12.5,2.5
260,2007-06-15,6,25,0.6,2.5
260,2007-06-16,17,26,1.7,2.6
260,2007-06-17,3,22,0.3,2.2
260,2007-06-18,67,20,6.7,2.0
260,2007-06-19,0,51,0.0,5.1
260,2007-06-20,12,38,1.2,3.8
260,2007-06-21,66,17,6.6,1.7
260,2007-06-22,68,28,6.8,2.8
260,2007-06-23,141,28,14.1,2.8
260,2007-06-24,55,24,5.5,2.4
260,2007-06-25,31,22,3.1,2.2
260,2007-06-26,24,18,2.4,1.8
